Feature,Importance
AATS5s,1159.3635702133179
MATS3are,1157.6521320343018
ATSC7are,1157.6262378692627
AXp-6dv,1156.7867574691772
ATSC8se,1156.6039028167725
AATSC4se,1156.1626710891724
fMF,1154.3025016784668
MATS3d,1149.2180976867676
MATS8Z,1148.8866205215454
VSA_EState1,1145.3433465957642
ATSC3are,1145.2945537567139
MATS6v,1145.0826110839844
AXp-2d,1135.8849182128906
GATS7pe,1131.2251119613647
MATS8dv,1130.680890083313
MIC1,1128.7814950942993
AATSC2s,1126.5708208084106
MATS3v,1124.881404876709
GATS3pe,1124.642240524292
AATSC0d,1124.2241144180298
AATS5d,1120.5116844177246
MATS6are,1119.6282076835632
ATSC0Z,1116.4209852218628
MATS6p,1113.4390516281128
SaaCH,1112.7695417404175
BCUTv-1h,1112.4304733276367
IC4,1109.7535820007324
AATS8d,1107.625820159912
SsOH,1105.4375438690186
AATS1p,1103.2908124923706
AXp-1dv,1101.5425329208374
MATS4pe,1101.2583017349243
MATS8p,1097.9143209457397
AATS6v,1096.3394289016724
MATS2p,1095.3569564819336
AXp-6d,1090.8698091506958
SMR_VSA9,1090.4895963668823
Xch-6d,1086.0234775543213
AATSC7dv,1085.9669885635376
MATS1pe,1083.0002489089966
MATS3pe,1082.6009016036987
AXp-0d,1082.5278177261353
GGI4,1082.0575037002563
AMID_C,1081.9715595245361
GATS8m,1080.1705303192139
ZMIC4,1080.0936555862427
AATS4s,1077.432131767273
ATSC8pe,1076.04594039917
MATS7Z,1070.8410034179688
ATSC4m,1070.2589902877808
ATSC5m,1068.9923858642578
AATSC7se,1068.35160446167
ATSC1pe,1065.8246517181396
PetitjeanIndex,1063.5139818191528
ATSC2v,1063.2377710342407
SIC3,1062.0856266021729
AATS1s,1060.8242721557617
AATSC1s,1058.3615913391113
ATSC6m,1057.7085514068604
ATSC7pe,1057.4774084091187
TSRW10,1049.6759595870972
ATSC5Z,1049.2933206558228
AATSC7v,1047.600131034851
ZMIC3,1045.7270164489746
AXp-3d,1038.421374320984
AATSC1pe,1036.8921003341675
AATS7s,1036.5578022003174
Xch-7d,1034.1227169036865
AETA_eta_B,1033.643482208252
AATS8p,1032.3393068313599
AATSC2v,1031.1332702636719
AMID_X,1026.347951889038
AATSC5pe,1021.8496627807617
GATS1Z,1020.5312566757202
ATSC2p,1018.7510786056519
GATS3m,1017.7556591033936
JGT10,1015.2166662216187
AXp-5d,1015.2071580886841
ATSC0i,1014.5512380599976
ATSC5pe,1014.3092889785767
AETA_eta_L,1014.1817016601562
AATS3v,1013.9336767196655
ATSC4are,1011.4280605316162
ATSC8m,1007.5953912734985
GATS2m,1004.520167350769
MATS5pe,1004.2190389633179
piPC7,1004.1294012069702
AATSC1are,1002.5491008758545
CIC3,999.3638687133789
SssO,991.1705884933472
MATS7are,989.7080869674683
AATSC0s,988.5551633834839
CIC1,987.8571691513062
MATS8se,987.3126420974731
AATS3dv,987.1068649291992
GATS8pe,986.9497423171997
AATS8m,984.8423309326172
ATSC3m,984.5416603088379
AATSC7pe,984.0950908660889
ATS0s,983.9427833557129
BCUTp-1h,983.6800899505615
BCUTs-1h,980.2126350402832
mZagreb1,979.1013021469116
AATS4v,977.8719491958618
AATSC5are,974.3285989761353
AATS6dv,970.7424564361572
AATSC1v,970.7190418243408
ATSC3pe,968.8490362167358
ZMIC5,967.9483003616333
AATS8Z,966.8852767944336
AATS6d,966.3834896087646
AETA_beta,966.2442817687988
AATS8se,965.5501089096069
AATS0d,965.213038444519
GATS6pe,965.0672597885132
AATS7dv,964.7971000671387
MATS3m,960.4267559051514
AATS2p,959.4254007339478
ATSC2Z,958.2530565261841
ATSC6are,956.8238277435303
GATS6m,954.3487415313721
AATS4d,951.2389936447144
AETA_eta_FL,948.9298286437988
IC0,948.7513799667358
AATSC4are,947.5741519927979
SdsN,945.3404774665833
AATSC3pe,942.7734804153442
AATS8are,941.441367149353
AATS7se,940.429988861084
PEOE_VSA5,939.2489738464355
MATS4v,938.2310924530029
ATSC2se,935.3095922470093
ATSC4se,934.7963404655457
ATSC7m,932.0942811965942
SssCH2,931.9613914489746
AATSC1Z,928.7242527008057
BCUTm-1h,928.5012054443359
JGI1,927.7674474716187
GGI6,924.7046880722046
SaaO,919.6734762191772
AMID,916.2107191085815
SMR_VSA4,916.1272411346436
AATSC8m,915.7605228424072
ATS5s,915.7559680938721
AXp-4dv,914.2134218215942
AATSC6m,912.9036531448364
MATS6pe,912.4062747955322
AATSC4Z,911.4447708129883
SsCH3,911.2126989364624
ATSC2m,911.2044906616211
GATS2are,910.4462995529175
MATS7pe,908.9000186920166
MATS1v,907.3233022689819
AATS5Z,905.4082832336426
AATS1d,903.5254564285278
MATS8pe,902.1498670578003
AATS5dv,900.4685354232788
AATSC0dv,900.1071681976318
AETA_alpha,894.6089105606079
AATS5pe,893.5100193023682
GATS2pe,893.005223274231
AATSC2se,888.2401237487793
IC5,888.1246194839478
AATSC2m,887.5807600021362
Mp,885.7589197158813
ATSC4pe,885.6484899520874
AATS3Z,884.9506931304932
AXp-4d,884.6926441192627
MATS2m,884.5686302185059
MATS2pe,882.5176668167114
EState_VSA10,878.1980504989624
AATS6are,873.582612991333
AATSC4pe,869.5564680099487
ATSC1v,866.2707118988037
SMR_VSA1,865.7370014190674
MATS2are,865.4479551315308
SIC1,865.3998155593872
ATSC2s,863.6858940124512
AATSC3m,862.005880355835
ECIndex,861.3581628799438
ATSC2pe,854.0518369674683
MATS5are,853.8833694458008
MATS8v,853.7010688781738
AATSC6are,853.4538812637329
MATS1Z,843.535961151123
ATSC8are,843.2005186080933
MATS3Z,841.9795479774475
AATSC7m,840.6661434173584
ATSC5are,839.3160943984985
AETA_eta_RL,837.8989210128784
ATSC0p,836.4183397293091
piPC10,832.4790935516357
SIC2,829.751630783081
AATSC8Z,828.0072708129883
nHBAcc,825.3867101669312
ATSC1are,820.7019672393799
AATS0p,819.0621175765991
AATS0i,818.6662302017212
MIC2,813.7046022415161
ETA_dPsi_A,812.4986381530762
AATSC7are,812.3116235733032
AATS5m,809.7081499099731
MATS7v,809.6792974472046
Xpc-5dv,807.3686408996582
SIC5,806.9425086975098
Mi,805.2112674713135
AATS8v,802.6704502105713
AATSC0Z,800.858808517456
AATS7m,800.1888246536255
Xp-6dv,799.4648456573486
ETA_eta_B,799.1213130950928
piPC5,794.2096376419067
AATS5se,793.5755386352539
nG12FHRing,793.2952795028687
SsNH2,793.2260246276855
ATSC1Z,792.0752801895142
GGI5,789.847903251648
AATS3m,786.9090023040771
MATS4m,785.6930027008057
Kier2,782.7848596572876
AATSC8are,780.8469305038452
Xp-5dv,779.0626306533813
AATS4dv,778.4336233139038
AATS6m,777.5178918838501
AATS1are,776.5663805007935
SIC4,775.9204711914062
VR1_A,775.0104370117188
AATSC0m,774.9487209320068
AATSC4m,771.6081113815308
Xc-3dv,767.8708381652832
SpAbs_Dzse,767.7502918243408
AATS2d,764.6448879241943
ETA_dBeta,763.5673847198486
ATSC6pe,761.8039751052856
AATS1se,759.4506378173828
NaaN,754.2790451049805
AATS4se,751.0870246887207
AATS0s,747.1823282241821
AATS8pe,746.5065822601318
CIC5,744.5005559921265
ATSC2are,742.2245998382568
CIC0,740.8448810577393
AATS2are,738.0031223297119
AATS1v,736.6125411987305
AATS4Z,732.1506128311157
AATSC5m,731.6157565116882
piPC6,729.4538974761963
ETA_epsilon_4,724.7255487442017
ETA_eta_FL,722.1811323165894
ATS6s,719.4200687408447
AXp-3dv,718.2600479125977
AATS6se,717.1403856277466
BIC0,708.9481143951416
piPC8,707.6689434051514
ATS6dv,704.2242050170898
MATS2v,702.3891496658325
SpMAD_Dzv,701.8619546890259
ATSC0are,698.9795789718628
NddsN,698.7595062255859
AATSC8pe,697.7526617050171
SM1_DzZ,690.6287107467651
Mv,689.6577672958374
SpMAD_DzZ,686.2305498123169
ETA_dEpsilon_C,685.7465982437134
SaaNH,677.0555000305176
Xpc-4dv,676.3930788040161
GGI8,675.4911479949951
nBondsKD,675.4024991989136
bpol,671.3860387802124
AATS7are,671.3197689056396
Xp-7dv,668.3925971984863
piPC9,667.028998374939
MATS6m,664.3146347999573
AATSC6pe,661.7649488449097
n5HRing,659.8693246841431
AATS6Z,659.3811616897583
GGI7,658.3569927215576
SpMAD_Dzi,657.0977115631104
Xpc-4d,656.5663595199585
MATS8are,654.3476667404175
MATS7m,654.201376914978
AATS3se,653.0550937652588
AATS5are,653.0226898193359
MATS1m,652.6478805541992
ATS0Z,652.4805974960327
ATS1s,646.081711769104
Xpc-5d,639.4485206604004
piPC4,638.8406972885132
AATS0Z,636.61461353302
AATS6pe,636.4315328598022
AATSC0are,635.5316896438599
TIC1,634.0913105010986
MATS5m,631.806492805481
ETA_shape_x,630.5165910720825
MIC0,629.807469367981
Xp-4dv,628.8905515670776
ATSC0se,628.173017501831
MID_X,627.1748085021973
ATS4s,626.9198932647705
VR3_A,625.7730321884155
ATSC0pe,625.5851802825928
AATS2s,625.1300048828125
AATSC0se,624.9627742767334
ATS0m,621.854100227356
Xpc-6d,619.2027034759521
MATS8m,618.1368999481201
AATS4m,617.2846412658691
EState_VSA1,615.1710033416748
ATS7i,604.6631031036377
SM1_Dzv,603.2041311264038
AATSC2pe,600.2090635299683
ETA_epsilon_2,595.3162422180176
ATS7dv,591.6413230895996
ATS0dv,590.7121124267578
ATSC0s,590.6310787200928
GGI10,588.907880783081
AATS2Z,582.1282997131348
AATS1dv,580.8717813491821
n6Ring,580.3038644790649
SssssC,575.4075384140015
AATS3are,572.7896003723145
Xp-3dv,571.9411277770996
ETA_dEpsilon_A,570.4398717880249
Xc-3d,569.8260955810547
AATS7pe,566.7383728027344
Xc-6dv,563.9223928451538
ATS3s,563.8502607345581
ATS3dv,561.0072975158691
AATSC1m,558.854700088501
AATS2v,555.1797380447388
AATS0are,554.9821147918701
GATS1m,553.9157371520996
SIC0,553.1034984588623
BCUTare-1h,549.8272657394409
AATSC2are,549.2214975357056
ETA_eta_BR,549.21164894104
AATS4are,547.7203016281128
ATS4dv,545.4385986328125
AATS0dv,544.5220003128052
ATS3i,535.8782081604004
ATSC1m,534.8222923278809
MPC8,534.5588417053223
Xpc-6dv,529.9169521331787
CIC4,528.6316595077515
ATS1dv,526.1325769424438
n6HRing,520.717004776001
GGI9,519.2405014038086
MIC5,517.3902397155762
MIC3,514.9890489578247
ATS4Z,514.176778793335
ETA_beta,512.8923816680908
AATS0v,510.99862003326416
SsCl,510.0465602874756
ATS1p,509.4523448944092
ATS3Z,509.2257556915283
ATS4i,509.11610221862793
ATSC0dv,507.22880268096924
ATS5dv,506.6822290420532
SpDiam_Dzp,506.3550100326538
TIC2,505.9170141220093
NdssC,505.50279903411865
ATS8s,503.51554775238037
ETA_eta_F,499.4748830795288
SpMAD_D,498.7005910873413
ATS6i,495.13515186309814
SM1_Dzm,493.48889541625977
ATS2s,491.7722978591919
AATS1Z,490.6711483001709
MIC4,489.03828048706055
ATS7m,486.5858039855957
Xp-7d,482.201940536499
ETA_alpha,480.45294284820557
ATS7s,472.66716957092285
ATS6Z,470.2758731842041
Xc-4d,470.0146703720093
AATSC0pe,462.23212909698486
GGI2,461.9090995788574
AATS2se,459.25471687316895
AATS4pe,458.1537494659424
AATS2dv,458.06943702697754
ATSC0m,457.9768886566162
SM1_Dzare,456.75349140167236
piPC2,452.54358959198
Xp-2dv,451.72423934936523
nBondsS,451.60382080078125
AATS2m,445.90539932250977
nG12FaHRing,445.1642379760742
C1SP3,442.7956027984619
ATS7p,441.7367935180664
BCUTpe-1h,436.9395008087158
ATS5m,431.7071924209595
StsC,420.6731538772583
AATS1m,419.5284004211426
ATSC0v,419.16179847717285
SsBr,417.0289697647095
AATS0m,414.34404850006104
ATS2p,413.0498962402344
ATS2dv,409.22078037261963
ATS6m,407.37304306030273
ATS3m,404.92150115966797
piPC3,404.58148288726807
ATS0p,404.00597953796387
ATS7Z,403.46257305145264
AATS3pe,403.21760082244873
VE2_Dzv,402.14570236206055
ATS8dv,398.09950065612793
ATS5Z,397.22257804870605
VE3_A,397.1279001235962
ATS1Z,396.4868688583374
nAromBond,396.2981023788452
ETA_beta_ns_d,394.88941860198975
TIC0,393.9999694824219
TpiPC10,392.6349506378174
SM1_Dzp,391.8077907562256
VE2_Dzpe,387.8132019042969
ATS5i,387.53941822052
NdsN,386.4070167541504
ETA_epsilon_3,386.1013984680176
ETA_eta_L,384.3960599899292
Xp-5d,382.93339824676514
LogEE_D,376.6114082336426
MPC9,375.97460174560547
nRot,372.007287979126
SsI,369.20758056640625
ATSC0d,367.52155017852783
SpMAD_Dzare,365.82200050354004
ATS6are,348.4108600616455
ATS5p,345.7670030593872
MID_C,343.22367095947266
ATS8se,342.8773012161255
ATS2m,342.4493999481201
MZ,341.85386085510254
SMR,340.40838718414307
AATS2pe,331.6714382171631
ATS6d,331.16954708099365
VE2_Dzse,329.8261032104492
ATS4m,328.5701971054077
SpMAD_Dzse,327.8936777114868
Xp-4d,326.3700408935547
VE2_A,325.4292106628418
SM1_Dzpe,322.3054485321045
AMW,321.1142997741699
nBondsD,320.12020206451416
SRW07,317.34950065612793
Xp-0dv,315.8231029510498
SpDiam_D,314.7224988937378
ATS8m,314.4387035369873
ATS1m,314.1035680770874
AATS1pe,311.17539978027344
BCUTse-1h,310.60419750213623
C3SP2,310.1518306732178
ATS3d,308.9718008041382
ATS6se,308.49653816223145
ATS8d,305.32204151153564
StN,304.5259885787964
BertzCT,303.2594995498657
MPC7,301.51218700408936
SlogP_VSA11,298.5108308792114
ATS8i,294.5408887863159
NssS,293.7049026489258
piPC1,293.5331001281738
AETA_eta_R,292.33993911743164
ATS2d,283.52239894866943
ATS3p,283.0274085998535
Kier1,280.3762683868408
ETA_epsilon_1,278.6269006729126
LogEE_Dzp,278.42279720306396
ATS4d,276.731951713562
ETA_psi_1,275.7504415512085
